row_index,video_id,question,answer,pred_answer,task,correct,score,raw_judgment
171,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Can you identify the ingredients used?,"Heavy whipping cream, flour, and eggs.","Yes, the ingredients used include tortillas, shredded cheese, and a yellow mixture that appears to be a batter or dough.",Scene Summary,no,0,"{""correct"": ""no"", ""score"": 0}"
172,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is being prepared in the kitchen?,A baking recipe.,"The kitchen is preparing tortillas filled with a yellow mixture, likely a filling for a dish.",Action Caption,no,1,"{""correct"": ""no"", ""score"": 1}"
173,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What action does the person perform with the eggs?,Cracking and whipping them.,The person pours the eggs into the mixing bowl and then uses a whisk to mix them.,Action Caption,no,2,"{""correct"": ""no"", ""score"": 2}"
174,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What tool is used for whipping the eggs?,A whisker.,A whisk is used for whipping the eggs.,Action Caption,yes,5,"{""correct"": ""yes"", ""score"": 5}"
175,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Where are the ingredients placed after being prepared?,In glass and steel bowls.,The ingredients are placed on the counter after being prepared.,Action Caption,no,1,"{""correct"": ""no"", ""score"": 1}"
176,9198b9a4-8d8f-4ba6-9924-4c86982d890a,How are the ingredients combined?,Poured into bowls and whipped.,"The ingredients are combined by pouring the beaten eggs into the tortillas, mixing them with the shredded cheese, and then folding the tortillas over the cheese.",Action Caption,no,1,"{""correct"": ""no"", ""score"": 1}"
177,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is there an egg crate visible in the scene?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
178,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Did the person crack eggs from both a slab and the fridge?,Yes.,"Yes, the person cracked eggs from both a slab and the fridge.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
179,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Were the flour and whipping cream poured into separate containers?,Yes.,"Yes, the flour and whipping cream were poured into separate containers.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
180,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the heavy whipping cream poured before cracking the eggs?,Yes,Yes,Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
181,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the flour added to the bowl before the eggs are cracked?,Yes,"No, the flour is not added to the bowl before the eggs are cracked.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
182,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What did I do just before whipping the eggs in the video?,Crack the eggs into steel bowls,You whipped the eggs in the kitchen.,What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
183,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What takes place just before flour is poured into a bowl?,Pouring cream into a glass cup,"Before flour is poured into a bowl, the person is seen holding a bowl of flour and a small container of water.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
184,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What do we see happening before the egg crate is put in the fridge?,Cracking eggs on the slab,"Before the egg crate is put in the fridge, we see a person holding a bowl of shredded cheese, a plate with a piece of meat, and a container of flour.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
185,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs just before the shawarma preparation in the video?,Taking the egg crate out of the fridge,"Just before the shawarma preparation, the person is seen holding a shawarma wrap, preparing to wrap it.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
186,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the egg cracked into the bowl before the cream is poured?",No,Yes,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
187,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the egg crate go back into the fridge after the eggs are cracked?,Yes,"No, the egg crate is not shown to go back into the fridge after the eggs are cracked.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
188,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the flour poured into the bowl after the egg is cracked?",Yes,"No, the flour is poured into the bowl after the egg is cracked.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
189,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the preparation of shawarma occur before the cream is poured into the cup?,Yes,"Yes, the preparation of shawarma occurs before the cream is poured into the cup.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
190,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What happens just before the egg crate is put back in the fridge?,The eggs are cracked.,"Just before the egg crate is put back in the fridge, the person is seen holding the egg crate, preparing to close the door, and then the camera pans to show the egg crate being placed back into the fridge.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
191,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs just before the whipping of the egg?,The egg is cracked into the bowl.,"Just before the whipping of the egg, the person is seen holding a knife and a bowl, preparing to start the egg whipping process.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
192,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, what do we see happening before the flour is poured into the bowl?",The cream is poured into a cup.,"Before the flour is poured into the bowl, we see a person holding a plate with a piece of dough, likely preparing to roll it out.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
193,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What happens just before the cream is poured into the cup?,Shawarma is prepared.,"Just before the cream is poured into the cup, the person's hand is seen holding a small container, possibly containing a condiment or ingredient.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
194,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is the setting of the video clip?,In a kitchen.,"The setting of the video clip is a kitchen with a Christmas tree in the background, indicating a festive atmosphere.",Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
195,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What ingredients are combined in the mixture?,"Egg, cheese, baking soda, cream, sugar, vegetables.","The mixture includes a yellowish liquid, possibly a sauce or batter, and a white powdery substance, likely flour or cornstarch.",Scene Summary,no,0,"{""correct"": ""no"", ""score"": 0}"
196,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What utensil is used to stir the mixture?,A spatula.,A blue spatula is used to stir the mixture.,Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
197,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Where is the dough placed after removal from the fridge?,On a board on a slab in the kitchen.,The dough is placed on the countertop.,Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
198,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What does the person do with the dough and mixture?,Stir the mixture; place dough on board.,"The person holds the dough and the mixture, and then uses a spatula to mix the dough and the mixture together.",Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
199,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What preparation is shown in the video clip?,Making some food involving a mixed batter.,"The video clip shows the preparation of a dish that includes tortillas, a mixture of ingredients, and a dough-like substance.",Action Caption,no,2,"{""correct"": ""no"", ""score"": 2}"
200,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What sequence of actions is depicted in the clip?,"Stirring mixture, retrieving, placing dough.","The sequence of actions depicted in the clip includes preparing a dish, pouring a mixture into a bowl, and then preparing to cook or serve the dish.",Action Caption,no,1,"{""correct"": ""no"", ""score"": 1}"
201,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the person whip cream into the mixture?,Yes.,"Yes, the person whips cream into the mixture, as shown in the video.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
202,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the person transfer the mixture to another container?,No.,"Yes, the person transfers the mixture to a small bowl.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
203,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the dough placed in an oven?,No.,"No, the dough is not placed in an oven; it is being kneaded on a wooden cutting board.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
204,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the person knead the dough in the clip?,No.,"Yes, the person kneads the dough in the clip.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
205,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is there a moment when sugar is added to the mixture?,No (sugar was already added before).,"Yes, there is a moment when sugar is added to the mixture, as the person uses a spoon to add it to the mixture in the bowl.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
206,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Was the cream poured into a cup before the eggs were cracked?,Yes,"Yes, the cream was poured into a cup before the eggs were cracked.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
207,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Was the mixture stirred before the dough was brought out?,Yes,"Yes, the mixture was stirred before the dough was brought out.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
208,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Did the whipping of eggs happen after the flour was poured?,Yes,"Yes, the flour was poured over the egg mixture after the whisking process.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
209,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is sugar added to the mixture after the egg is whipped?,Yes,"Yes, sugar is added to the mixture after the egg is whipped.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
210,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What happened before the dough was placed on the board?,Stirring the mixture,"Before the dough was placed on the board, it was mixed with a yellow liquid, likely a marinade or sauce, and then kneaded with a wooden board.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
211,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs just before the eggs are whipped?,Cracking eggs into bowls,"Just before the eggs are whipped, the person holds a bowl of shredded cheese and a white cloth, preparing to use it to spread the cheese over the tortilla.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
212,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is done just before cracking eggs from the fridge?,Pouring cream into a cup,"Just before cracking eggs from the fridge, the person holds a bowl of shredded cheese and a white cloth, preparing to use it to spread the cheese over the tortilla.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
213,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is done right before adding grated cheese to the mixture?,Stirring the mixture,"Right before adding grated cheese to the mixture, the person uses a spatula to scrape out the remaining cheese from the bowl into a bowl.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
214,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, does the cheese get grated before the eggs are cracked?",No,"Yes, the cheese is grated before the eggs are cracked.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
215,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the heavy whipping cream poured into a cup after the flour?,Yes,"No, the heavy whipping cream is poured into a bowl after the flour.",Order Judging(Y/N),no,1,"{""correct"": ""no"", ""score"": 1}"
216,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the dough come out of the fridge before the eggs are whipped?,No,"Yes, the dough comes out of the fridge before the eggs are whipped.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
217,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the sugar added to the mixture before the vegetables?",Yes,"No, the sugar is added to the mixture after the vegetables are added.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
218,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the mixture get stirred before the eggs are cracked?,No,"Yes, the mixture is stirred before the eggs are cracked.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
219,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What happens just before the dough is placed on the board?,The mixture is stirred,"Just before the dough is placed on the board, the person uses a spatula to scrape the bowl of flour off the board, ensuring the dough is well-coated.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
220,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video sequence, what action is taken before pouring flour into a glass bowl?",Preparing shawarma,"Before pouring flour into a glass bowl, the person is seen holding a bowl of flour and a white cloth.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
221,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs just before grating the cheese?,Stirring the mixture,"Just before grating the cheese, the person holds a white cloth and a piece of cheese, preparing to use it to grate the cheese.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
222,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, what happens right before whipping the egg?",Cracking the eggs,"Right before whipping the egg, the person holds a bowl of shredded cheese and a white cloth, preparing to use it to spread the egg mixture.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
223,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What do we see happening before the heavy whipping cream is poured?,Preparing shawarma,"Before the heavy whipping cream is poured, we see a person holding a bowl of shredded cheese, a plate with a peeled onion, and a white cloth. The person is preparing to whip the cream, and the scene is set in a kitchen with a Christmas tree in the background.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
224,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is the setting of the video clip?,The setting is a kitchen.,"The setting of the video clip is a kitchen with a Christmas tree in the background, a Christmas tree decoration on the table, and a festive atmosphere.",Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
225,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What ingredients are being used?,Dough and mixtures in bowls.,"The ingredients being used include shredded cheese, a yellow mixture, and a green herb.",Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
226,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What equipment is being utilized?,Rolling pin and spatulas.,"The equipment being utilized includes a large knife, a cutting board, a cutting board with a knife, a bowl, a spoon, a glass bowl, a bottle of oil, a bowl of green herbs, a bowl of grated cheese, a bowl of shredded cheese, a bowl of shredded vegetables, a bowl of shredded carrots, a bowl of shredded cabbage, a bowl of shredded lettuce, a bowl of shredded carrots, a bowl of shredded cabbage, a bowl of shredded carrots, a bowl of shredded cabbage, a bowl of shredded carrots, a bowl of shredded cabbage, a bowl of shredded carrots, a bowl of shredded cabbage, a bowl of shredded carrots, a bowl of shredded cabbage, a bowl of shredded carrots, a bowl of shredded cabbage, a bowl of shredded carrots, a bowl of shredded cabbage, a bowl of shredded carrots, a bowl of shredded cabbage, a bowl of shredded carrots, a bowl of shredded cabbage, a bowl of shredded carrots, a bowl of shredded cabbage, a bowl of shredded carrots, a bowl of shredded cabbage, a bowl of shredded carrots, a bowl of shredded cabbage, a bowl of shredded carrots, a bowl of shredded cabbage, a bowl of shredded carrots, a bowl of shredded cabbage, a bowl of shredded carrots, a bowl of shredded cabbage",Scene Summary,no,0,"{""correct"": ""no"", ""score"": 0}"
227,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is the main activity occurring?,Preparing dough and mixtures for baking.,"The main activity is the preparation of a dish, specifically making tortillas.",Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
228,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What task is being performed with the dough?,Rolling the dough with a rolling pin.,"The task being performed with the dough is rolling it out into a flat, round shape.",Action Caption,yes,5,"{""correct"": ""yes"", ""score"": 5}"
229,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is being done to the mixtures?,The mixtures are being stirred in steel bowls.,The mixtures are being stirred together in a bowl.,Action Caption,yes,4,"{""correct"": ""yes"", ""score"": 4}"
230,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the dough being prepared for baking?,Yes.,"Yes, the dough is being prepared for baking, as indicated by the oven being turned on and the presence of a baking tray with a dough ball on it.",Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
231,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is only one type of spatula being used?,"No, two different spatulas are being used.","No, both a large spatula and a smaller spatula are being used.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
232,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Did the same person handle all tasks shown in the summary?,Yes.,"Yes, the same person is seen handling all tasks, including the cutting of the dough, spreading the filling, and preparing the oven.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
233,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is anything being cooked in the clip?,"No, only preparation steps are shown.","Yes, there is a pot of yellow liquid being cooked on the stove in the clip.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
234,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the dough placed on the board before the mixture is stirred?,No,"Yes, the dough is placed on the board before the mixture is stirred.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
235,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the doe taken out of the fridge before the rolling pin is used?,Yes,"No, the doe is not taken out of the fridge before the rolling pin is used.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
236,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What do we see happening before the spatula stirs the mixture in the steel bowls?,The rolling pin rolls on the dough,"Before the spatula stirs the mixture in the steel bowls, we see a person holding a glass bowl with a yellow mixture, possibly a sauce or dip, and a spatula. The person is preparing to add the mixture to the steel bowls.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
237,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Did I pour heavy whipping cream before cracking eggs?,Yes,"Yes, you poured heavy whipping cream before cracking eggs.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
238,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the dough rolled before stirring mixtures in bowls?,Yes,"Yes, the dough is rolled before stirring mixtures in bowls.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
239,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Do I place the dough on the board after pouring flour?,Yes,"Yes, you should place the dough on the board after pouring flour.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
240,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What happens just before I place the dough on the board?,I bring out the dough from the fridge.,"Just before placing the dough on the board, the person uses a spatula to spread the dough evenly across the board.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
241,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is the setting of the video clip?,A kitchen with a board and cooking items.,"The setting of the video clip is a kitchen with a festive Christmas tree in the background, indicating a holiday season. The kitchen is well-equipped with various ingredients and utensils, including a Christmas tree decoration, a Christmas tree, and a Christmas tree decoration.",Scene Summary,yes,4,"{""correct"": ""yes"", ""score"": 4}"
242,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What object is primarily shown in the scene?,A doe laid out on a mat on a kitchen board.,The primary object shown in the scene is a wooden cutting board.,Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
243,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Which item is used in the scene?,A knife to trim edges of the doe.,"The item used in the scene is a large, round, flat dough.",Scene Summary,no,0,"{""correct"": ""no"", ""score"": 0}"
244,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What stage of the process is shown?,Trimming and folding the prepared doe.,"The video shows the final stages of preparing the dough, where the dough is being shaped into a tortilla wrap.",Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
245,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Can you describe the main task at hand?,Trimming rough edges of the doe.,"The main task at hand is preparing a tortilla dough for cooking, involving rolling it out, spreading it with butter, and shaping it into a tortilla wrap.",Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
246,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What preparation step is shown in the clip?,Folding the trimmed doe together.,The preparation step shown in the clip is the person spreading the dough evenly on the cutting board.,Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
247,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Did the person use a knife in the video?,Yes.,"Yes, the person in the video uses a knife to cut the dough into smaller pieces.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
248,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is there any folding action happening?,Yes.,"Yes, the person is folding the dough into a circular shape, which is a common step in making tortillas.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
249,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Did the person complete the trimming action?,Yes.,"Yes, the person completed the trimming action by smoothing out the edges of the dough, ensuring it was evenly cut and shaped.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
250,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the dough folded before trimming the rough edges?,No,"Yes, the dough is folded and then trimmed with a knife to create a neat, even layer.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
251,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does stirring in the steel bowls happen after folding the dough?,No,"Yes, the video shows the person stirring the steel bowls with the dough after folding it, indicating that stirring is part of the process.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
252,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs just before folding the dough?,Trimming the rough edges with a knife,"Just before folding the dough, the person uses a knife to carefully cut the dough into smaller pieces.",What event order,no,2,"{""correct"": ""no"", ""score"": 2}"
253,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What happens before stirring mixtures in steel bowls?,Rolling the pin on the dough,"Before stirring mixtures in steel bowls, the person in the video is seen holding a knife and a bowl of shredded cheese, preparing to mix the ingredients.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
254,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does rolling the dough with a rolling pin happen before trimming its edges?,Yes,"Yes, the video shows the person rolling the dough with a rolling pin before trimming its edges.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
255,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the trimmed dough folded before stirring the mixture?,No,"Yes, the dough is folded over itself before being stirred.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
256,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Do I take out the dough from the fridge before preparing mixtures?,Yes,"No, the dough is not taken out of the fridge before preparing mixtures.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
257,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs before folding the trimmed dough?,Trimming the rough edges with a knife,"Before folding the trimmed dough, the person uses a knife to carefully cut the dough into smaller pieces.",What event order,no,2,"{""correct"": ""no"", ""score"": 2}"
258,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is the first thing I do with the dough after taking it out from the fridge?,Placing it on a board,The first thing you do with the dough after taking it out from the fridge is to spread it out on the cutting board.,What event order,yes,5,"{""correct"": ""yes"", ""score"": 5}"
259,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,What is the setting of the video clip?,It is in an outdoor field.,"The setting of the video clip is an empty, well-lit room with a view of a serene sunset or sunrise, featuring a person standing in the foreground.",Scene Summary,no,0,"{""correct"": ""no"", ""score"": 0}"
260,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Is the scene occurring in an urban or rural environment?,Rural environment.,"The scene is occurring in a rural environment, as indicated by the presence of a person in a yellow top and a person in a black top, both walking on the right side of the frame.",Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
261,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,What time of day does the scene appear to be set in?,It appears to be set in the evening.,"The scene appears to be set during the early evening or late afternoon, as indicated by the soft lighting and the long shadows cast on the ground.",Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
262,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,How is the subject navigating the outdoor space?,The subject is walking on the field and then heads home.,"The subject is walking towards the camera, moving along a path that leads towards the building.",Action Caption,no,2,"{""correct"": ""no"", ""score"": 2}"
263,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Can you provide an overview of the action in this clip?,"Subject walks outdoors, across a field, and returns home.","The video begins with a view of an empty room with a ceiling light fixture, leading to a view of a person standing in the foreground. The scene transitions to a view of a person walking towards the camera, with a person in a yellow top and dark pants visible in the foreground. The person then walks further into the room, and the camera angle shifts to show a person standing in the foreground, looking towards the camera. The video then shows a view of a person standing in the foreground, looking towards the camera. The video concludes with a view of a person standing in the foreground, looking towards the camera.",Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
264,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Does the video show the subject entering a building?,No.,"Yes, the video shows the subject entering a building, as indicated by the person's movement and the presence of a person in the frame.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
265,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Is the subject interacting with other people in the video?,No.,"No, the subject is not interacting with other people in the video.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
266,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Does the video capture the subject engaging in a sport?,No.,"Yes, the video captures a person walking towards the camera, suggesting the subject is engaging in a sport.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
267,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Is the subject seen leaving the field in the video?,Yes.,Yes,Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
268,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Does the video show the subject at home?,"No, just heading home.","No, the video does not show the subject at home; it focuses on the empty room and the sunset.",Whether Something Happened(Y/N),no,2,"{""correct"": ""no"", ""score"": 2}"
269,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,What is the location of the video clip?,The video clip is in a field with a walkway.,"The location of the video clip is a serene coastal area with a road, palm trees, and a calm sea.",Scene Summary,no,0,"{""correct"": ""no"", ""score"": 0}"
270,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,What activity is shown in the video?,Walking on a walkway and looking around.,The video shows a person walking on a sidewalk near a road.,Scene Summary,no,3,"{""correct"": ""no"", ""score"": 3}"
271,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,What time of day does the video depict?,The video depicts evening or dusk.,"The video depicts either sunrise or sunset, as indicated by the low position of the sun on the horizon.",Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
272,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,What natural features can be seen in the video?,There is a body of water visible.,"The video shows a road with a bridge, palm trees, and a body of water.",Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
273,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Does the person stop to observe a specific scene?,Yes.,"Yes, the person stops to look at a specific scene, possibly a person or an object, as they move along the road.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
274,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,"In the video, did I look at the scenes before walking on the field?",No,"Yes, you can see a person walking on the field in the foreground of the video.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
275,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,"In the video, was I indoors before going to the field?",No,"No, I was outdoors before going to the field.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
