row_index,video_id,question,answer,pred_answer,task,correct,score,raw_judgment
424,879dd163-7588-45d1-9466-a5deabc59167,Does the action of sitting on the couch happen before using the tablet?,Yes,"No, the action of sitting on the couch happens after using the tablet.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
425,879dd163-7588-45d1-9466-a5deabc59167,Does raising hands occur before sitting on the couch?,No,"No, raising hands do not occur before sitting on the couch.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
426,879dd163-7588-45d1-9466-a5deabc59167,Is using the tablet done after sitting on the couch?,Yes,"Yes, the person is seen holding and reading from the tablet after sitting on the couch.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
427,879dd163-7588-45d1-9466-a5deabc59167,What happens before using the tablet?,Sitting on the couch and holding the tablet,"Before using the tablet, the person is lying on a couch with their legs crossed and feet resting on the sofa.",What event order,no,2,"{""correct"": ""no"", ""score"": 2}"
428,879dd163-7588-45d1-9466-a5deabc59167,What occurs just before raising hands?,Using the tablet,"Just before raising hands, the person's legs are crossed and they are wearing socks.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
429,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What environment surrounds the individual in the video?,An apartment setting.,"The individual is surrounded by a warm, well-lit environment with natural light streaming in from the left side of the frame.",Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
430,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What activity is taking place in this particular setting?,Writing in a book with a pen.,The activity taking place is a person engaged in studying or working on an academic task.,Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
431,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Was the person depicted cooking in the kitchen?,No.,"No, the person was not cooking in the kitchen/INFO",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
432,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Did any outdoor activity occur in this video?,No.,No.,Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
433,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Was the individual standing while performing the task?,No.,"No, the individual was seated while performing the task.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
434,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Is there any verbal communication happening in this scene?,No.,"No, there is no verbal communication happening in this scene.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
435,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Does the video show someone reading a book?,No.,No.,Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
436,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What location is shown in the video?,A room with a table.,"The video shows a person sitting at a desk with a spiral notebook and a pen, indicating an indoor setting.",Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
437,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What activity is being done in the clip?,Writing in a notebook.,The activity being done in the clip is studying or working on a notebook.,Scene Summary,yes,4,"{""correct"": ""yes"", ""score"": 4}"
438,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What object is being used to write?,A pen.,A spiral-bound notebook.,Scene Summary,no,0,"{""correct"": ""no"", ""score"": 0}"
439,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What item is on the table besides the notebook?,Opened books.,A blue pen is on the table.,Scene Summary,no,0,"{""correct"": ""no"", ""score"": 0}"
440,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Is the notebook on a flat surface?,"Yes, on a table.",Yes.,Scene Summary,yes,4,"{""correct"": ""yes"", ""score"": 4}"
441,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What color is the pen being used?,Blue.,The pen being used is blue.,Action Caption,yes,5,"{""correct"": ""yes"", ""score"": 5}"
442,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Is the person using both hands to write?,"Yes, one to hold and one to write.",Yes,Action Caption,yes,4,"{""correct"": ""yes"", ""score"": 4}"
443,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Has the pen made contact with the paper?,Yes.,"Yes, the pen has made contact with the paper.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
444,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Is there a book on the table?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
445,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,"In the video, do I flip the book page before writing on it?",No,"No, the person does not flip the book page before writing on it.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
446,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,"In the video, do I write with a pen after sitting at the table?",Yes,"Yes, you write with a pen after sitting at the table.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
447,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Does the writing occur before closing the notebook?,Yes,"No, the writing does not occur before closing the notebook.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
448,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Do I start writing before opening the book?,No,"Yes, the person opens the book and begins writing.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
449,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,"Before closing the notebook, what event occurs in the video?",Writing on it,"Before closing the notebook, the person picks up a pen and begins to write on it.",What event order,yes,5,"{""correct"": ""yes"", ""score"": 5}"
450,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What is done prior to sitting at the table in the video?,Entering the room,"Prior to sitting at the table, the person is seen writing in a spiral notebook.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
451,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What is the setting of the scene in the video clip?,In an apartment.,"The setting of the scene is a wooden desk with open notebooks and pens, suggesting an academic or study environment.",Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
452,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Who is present in this clip?,A woman writing and another woman interacting with her.,A person is present in the clip.,Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
453,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What objects are noticeable in the video?,A book and a pen.,"Objects noticeable in the video include a spiral notebook, a blue pen, and a wooden desk.",Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
454,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What activities are being performed?,Writing in a book and interacting.,"The person is writing in a spiral notebook, taking notes on an open book, and appears to be engaged in studying or working.",Scene Summary,no,3,"{""correct"": ""no"", ""score"": 3}"
455,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,How can we describe the movement in the clip?,Gentle and focused on writing.,"The movement in the clip is a continuous focus on the person's hands and notebook, with slight variations in their position and the angle of the camera.",Action Caption,no,2,"{""correct"": ""no"", ""score"": 2}"
456,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Does the individual write with her right hand?,Yes.,"Yes, the individual writes with her right hand.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
457,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Is there another person besides the one writing?,Yes.,"Yes, another person is partially visible on the right side of the frame.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
458,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Is the setting a public place?,No.,No.,Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
459,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Do we see any electronic devices being used?,No.,"No, there are no electronic devices being used in the video.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
460,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What happens before picking up the pen in the video?,Sitting at the table,"Before picking up the pen, the person is seen writing in a notebook.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
461,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,"In the video, does the interaction with woman A happen before writing in the notebook?",No,"No, the interaction with woman A does not happen before writing in the notebook. The video shows her actively writing in a spiral-bound notebook while sitting at a wooden desk.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
462,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Is the book opened before picking up the pen?,Yes,Yes.,Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
463,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What is the main activity depicted in the video clip?,Writing in a book with a pen.,The main activity depicted in the video clip is a person writing in a spiral notebook.,Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
464,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Where is the individual situated in the video clip?,In a room.,The individual is seated at a table.,Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
465,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What object is being utilized in the video clip?,A pen.,A spiral-bound notebook is being utilized in the video clip.,Scene Summary,no,0,"{""correct"": ""no"", ""score"": 0}"
466,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Does the video show someone studying?,Yes.,Yes,Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
467,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Is the person in the video writing with their left hand?,No.,Yes.,Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
468,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Does the video show a person writing on multiple pages?,Yes.,"Yes, the video shows a person writing on multiple pages.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
469,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Is pen picked up before writing on the book as shown in the clip?,Yes,"Yes, the pen is picked up before writing on the book.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
470,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Does writing in the book happen after entering the apartment?,Yes,"No, writing in the book happens before entering the apartment.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
471,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Is the person at the table before writing in the notebook?,Yes,Yes.,Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
472,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Does the person use a pen after sitting at the table?,Yes,"Yes, the person uses a pen after sitting at the table.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
473,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Is the person in the apartment before using the pen?,Yes,No.,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
474,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What happens just before writing in the notebook in the video?,Sitting at the table,"Just before writing in the notebook, the person points to a specific section of the page with their index finger.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
475,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,"In the video sequence, what do we see occurring before sitting at the table?",Being in a room,"Before sitting at the table, we see a person writing in a spiral-bound notebook.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
476,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What location is shown in the video clip?,An indoor location.,The video clip shows a person sitting at a wooden desk with two open notebooks and a spiral-bound notebook.,Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
477,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What activity is depicted in this scene?,Writing in a book.,"The scene depicts a person engaged in studying or working on an exam, as indicated by the presence of multiple notebooks and pens.",Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
478,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Can you caption the person's activity in this clip?,Writing diligently in a notebook.,"Yes, the person is writing in a spiral notebook while sitting at a desk.",Action Caption,yes,5,"{""correct"": ""yes"", ""score"": 5}"
479,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Is there a pen being used for writing in the video?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
480,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Does the clip show a person wearing a watch?,Yes.,"Yes, the clip shows a person wearing a watch.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
481,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Does the video include any dialogue or conversation?,"No, it only depicts writing activity.","No, the video does not include any dialogue or conversation.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
482,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,"In the video, does opening the book happen before writing with a pen?",Yes,"No, the book is closed before writing with a pen.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
483,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Is the pen picked up after turning the page as shown in the clip?,No,"Yes, the pen is picked up after turning the page.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
484,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What occurs just before starting to write in the book?,Opening the book,"Just before starting to write in the book, the person is seen adjusting their nails and making a gesture with their hands.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
485,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Is the writing in the book shown after being indoor in the clip?,Yes,Yes.,Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
486,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Which room is the person located in while writing?,The person is in a room.,"The person is located in a room with a bookshelf, which suggests that the room might be a study or work area.",Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
487,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Is the person using any tools for writing?,"Yes, the person is using a pen.","Yes, the person is using a blue pen for writing.",Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
488,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Can you describe the setting of the action in the clip?,The action occurs in a room at a desk.,"The setting appears to be a study or work area, with the person sitting at a desk surrounded by books and notebooks.",Action Caption,yes,5,"{""correct"": ""yes"", ""score"": 5}"
489,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What is the writing tool visible in the frame?,A pen is visible in the frame.,The writing tool visible in the frame is a blue pen.,Action Caption,yes,5,"{""correct"": ""yes"", ""score"": 5}"
490,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Is the person sitting at a desk in the video?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
491,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Does the person sit down after opening the book?,Yes,"Yes, the person sits down after opening the book.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
492,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Is the book closed before the person starts writing?,No,Yes.,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
493,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What action is taken before the person caps the pen?,The person finishes writing.,"Before the person caps the pen, they make a final check of the notebook.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
494,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Is the pen placed in the book before writing?,No,"Yes, the pen is placed in the book before writing.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
495,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Does the book close before the pen is picked up?,No,"Yes, the book closes before the pen is picked up.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
496,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Is the cap of the pen removed after starting to write?,No,"Yes, the cap of the pen is removed after starting to write.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
497,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Does the hand turn the page before picking up the pen?,No,"Yes, the hand turns the page before picking up the pen.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
498,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Is the pen visible in the scene before writing begins?,Yes,"Yes, the pen is visible in the scene before writing begins.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
499,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What do we see happening before the hand appears in the frame?,The book is open,"Before the hand appears, we see a spiral notebook with blue writing on the right page and a book titled 'BROOKS 100% PREMIUM BICYCLE TIRE' in yellow and black colors.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
500,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What happens just before the pen touches the paper?,The hand moves towards the paper,"Just before the pen touches the paper, the person points to a specific section of the notebook.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
501,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,"In the video sequence, what action is performed before turning the page?",Writing on the current page,"Before turning the page, the person points to a specific section of the notebook and then begins writing in it.",What event order,yes,5,"{""correct"": ""yes"", ""score"": 5}"
502,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,"In the video, what is done just before the hand finished writing?",Moving the pen across the paper,"Just before the hand finished writing, a spiral notebook is opened and a blue pen is placed on top of it.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
503,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What does the brief of the depicted scenario show?,The scenario shows a person writing in a book in an apartment.,"The brief of the depicted scenario shows a person sitting at a table, writing in a spiral notebook with a blue pen.",Scene Summary,yes,4,"{""correct"": ""yes"", ""score"": 4}"
504,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What is the setting of this video clip?,"The setting is indoors, in a well-lit apartment.","The setting of the video clip is a study or work area with a person sitting at a desk, surrounded by notebooks and pens.",Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
505,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Does the video capture the person stopping their writing at any point?,No.,"Yes, the video captures the person stopping their writing at a specific point on the spiral notebook.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
506,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Is the individual in the video using their left hand to write?,"No, they are using their right hand.","Yes, the individual is using their left hand to write.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
507,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Is there another person present in the scene assisting the writer?,"No, the person is writing alone.","Yes, another person is partially visible on the left side of the frame.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
508,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,"In the video, do I write in the book before holding the pen?",No,"Yes, you write in the book before holding the pen.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
509,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Is the pen in my right hand before I start writing in the book?,Yes,"Yes, the pen is in my right hand before I start writing in the book.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
510,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,"In the sequence, do I open the book before writing on it?",Yes,"No, you do not open the book before writing on it.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
511,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,"In the clip, do I wear a green shirt before writing in the book?",Yes,"Yes, the person is wearing a green shirt before writing in the book.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
512,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What occurs just before holding the pen in my right hand?,I am wearing a green shirt,"Just before holding the pen in your right hand, you can see a blue pen lying on the notebook.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
513,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Is the book opened before the pen is held in the right hand?,Yes,"Yes, the book is opened before the pen is held in the right hand.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
514,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Is the hand placed on the book after the pen is picked up?,Yes,"Yes, the hand is placed on the book after the pen is picked up.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
515,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What happens just before the pen starts writing?,The pen is held in the right hand,"Just before the pen starts writing, the person's hands are in a relaxed position.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
516,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What is visible before the wrist with a bracelet appears?,The hand holding the pen,A spiral notebook with handwritten notes is visible before the wrist.,What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
517,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What do we see happening before the hand touches the book?,The book and pen are visible,"Before the hand touches the book, we see a spiral-bound notebook with blue writing on the right page.",What event order,no,2,"{""correct"": ""no"", ""score"": 2}"
518,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What takes place before the pen is seen in the video?,The apartment and the book are seen,"Before the pen is seen in the video, a person is sitting at a table with open notebooks and pens.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
519,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What is the setting of the video?,In an apartment.,The setting of the video is a wooden desk with two open notebooks and a spiral-bound notebook.,Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
520,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What activity does the video show?,Writing in a book.,The video shows a person writing in a spiral notebook while sitting at a wooden desk.,Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
521,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Which hand is used for writing in the video?,The right hand.,The right hand is used for writing in the video.,Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
522,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What type of pen is being used?,A ballpoint pen.,The pen being used is blue.,Scene Summary,no,0,"{""correct"": ""no"", ""score"": 0}"
523,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What object is being used in the action?,A pen.,A blue pen is being used in the action.,Action Caption,yes,5,"{""correct"": ""yes"", ""score"": 5}"
524,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Is the writing action fluent or hesitant?,Fluent.,The writing action is fluent.,Action Caption,yes,5,"{""correct"": ""yes"", ""score"": 5}"
525,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Which direction is the pen moving?,Left to right.,The pen is moving from the right side of the notebook to the left.,Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
526,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Is the person sitting on a cushion?,Yes.,"No, the person is not sitting on a cushion.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
527,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Does the video show page-turning?,No.,"Yes, the video shows page-turning as the person is actively turning pages in their notebook.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
528,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Is the person wearing any wrist accessories?,Yes.,"Yes, the person is wearing a blue pen.",Whether Something Happened(Y/N),no,1,"{""correct"": ""no"", ""score"": 1}"
529,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Did the writing happen in a different location than the apartment?,No,"No, the writing happened in a different location than the apartment.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
530,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Did the use of right hand occur before writing in the book?,No,"Yes, the use of right hand occurred before writing in the book.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
531,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Was there a pen used after the book was opened?,Yes,"Yes, after the book was opened, a blue pen was used.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
532,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Did any writing in the book occur without the use of a pen?,No,"Yes, the writing in the book occurred without the use of a pen.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
533,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Was the book closed before writing commenced?,Yes,"Yes, the book was closed before writing commenced.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
534,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What happened before the writing started?,The book was opened,"Before the writing started, a person was seen sitting at a desk with two open notebooks in front of them.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
535,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Does the writing in the book occur before changing the page?,Yes,"Yes, the writing in the book occurs before changing the page.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
536,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Does the page turn happen before writing with the pen?,No,"No, the page turns before writing with the pen.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
537,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What occurs just before changing to a new page in the video?,I finish writing,"Just before changing to a new page, the person points at something on the notebook and gestures with their hands.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
538,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What do I do before sitting down to write in the video?,I enter the room,"Before sitting down to write in the video, you should first turn off any electronic devices and ensure that they are not in use.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
539,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What is the setting of the scene in the video clip?,The setting is inside a room.,The setting of the scene is a study or work area with a wooden desk and a spiral notebook.,Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
540,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,What objects are present in the video clip?,A book and a pen are present.,"The video clip contains a spiral notebook, a pen, and a pencil.",Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
541,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Can you describe the action the person is performing?,The person is flipping through pages and writing.,The person is holding a spiral notebook and writing on it with a blue pen.,Action Caption,no,2,"{""correct"": ""no"", ""score"": 2}"
542,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Does the video show the person closing the book?,No.,"No, the video does not show the person closing the book; it only shows them holding and writing in the notebook.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
543,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Is the person using a pencil to write?,No.,"Yes, the person is using a pencil to write.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
544,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Does the video capture the person turning off the light?,No.,"No, the video does not capture the person turning off the light.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
545,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,Does the video show the person taking notes from another text?,No.,"Yes, the video shows the person taking notes from another text.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
546,cbfeb6c8-ec1f-4884-bcbf-14d7764c4a36,"In the video, is the book closed before writing begins?",Yes,"No, the book is open before writing begins.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
