row_index,video_id,question,answer,pred_answer,task,correct,score,raw_judgment
207,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Was the mixture stirred before the dough was brought out?,Yes,"Yes, the mixture was stirred before the dough was brought out.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
208,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Did the whipping of eggs happen after the flour was poured?,Yes,"Yes, the flour was poured into a bowl of beaten eggs after the whisking process.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
209,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is sugar added to the mixture after the egg is whipped?,Yes,"Yes, sugar is added to the mixture after the egg is whipped.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
210,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What happened before the dough was placed on the board?,Stirring the mixture,"Before the dough was placed on the board, it was mixed with other ingredients in a bowl.",What event order,yes,4,"{""correct"": ""yes"", ""score"": 4}"
211,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs just before the eggs are whipped?,Cracking eggs into bowls,"Just before the eggs are whipped, a person is seen holding a bowl of shredded cheese.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
212,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is done just before cracking eggs from the fridge?,Pouring cream into a cup,"Just before cracking eggs from the fridge, a person is seen holding a bowl of shredded cheese and placing it into a black food processor.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
213,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is done right before adding grated cheese to the mixture?,Stirring the mixture,"Right before adding grated cheese to the mixture, a person is seen holding a bowl of shredded vegetables.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
214,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, does the cheese get grated before the eggs are cracked?",No,"Yes, the cheese is grated before the eggs are cracked.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
215,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the heavy whipping cream poured into a cup after the flour?,Yes,"No, the heavy whipping cream is poured into a bowl after the flour.",Order Judging(Y/N),no,1,"{""correct"": ""no"", ""score"": 1}"
216,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the dough come out of the fridge before the eggs are whipped?,No,"Yes, the dough comes out of the fridge before the eggs are whipped.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
217,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, is the sugar added to the mixture before the vegetables?",Yes,"No, the sugar is added to the mixture after the vegetables are mixed.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
218,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does the mixture get stirred before the eggs are cracked?,No,"Yes, the mixture is stirred before the eggs are cracked.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
219,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What happens just before the dough is placed on the board?,The mixture is stirred,"Just before the dough is placed on the board, a person holds a white cloth and begins to spread it over the surface of the dough.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
220,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video sequence, what action is taken before pouring flour into a glass bowl?",Preparing shawarma,"Before pouring flour into a glass bowl, the person in the video is seen holding a large piece of dough and placing it on a wooden cutting board.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
221,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs just before grating the cheese?,Stirring the mixture,"Just before grating the cheese, a person is seen holding a bowl of grated cheese over a kitchen counter.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
222,9198b9a4-8d8f-4ba6-9924-4c86982d890a,"In the video, what happens right before whipping the egg?",Cracking the eggs,"Right before whipping the egg, a person is seen holding a bowl of shredded cheese and a spoon.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
223,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What do we see happening before the heavy whipping cream is poured?,Preparing shawarma,"Before the heavy whipping cream is poured, we see a person with red nail polish holding a bowl of shredded cheese.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
224,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is the setting of the video clip?,The setting is a kitchen.,"The setting of the video clip is a kitchen with various ingredients and utensils scattered around, including a Christmas tree in the background.",Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
225,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What ingredients are being used?,Dough and mixtures in bowls.,"The ingredients being used include a mixture of cheese, herbs, and spices.",Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
226,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What equipment is being utilized?,Rolling pin and spatulas.,"The equipment being utilized includes a rolling pin, a cutting board, and various ingredients such as flour, cheese, and herbs.",Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
227,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is the main activity occurring?,Preparing dough and mixtures for baking.,"The main activity is the preparation of a dish, specifically making tortillas.",Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
228,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What task is being performed with the dough?,Rolling the dough with a rolling pin.,"The task being performed with the dough is rolling it out into a flat, circular shape.",Action Caption,yes,5,"{""correct"": ""yes"", ""score"": 5}"
229,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is being done to the mixtures?,The mixtures are being stirred in steel bowls.,The mixtures are being stirred together in a bowl.,Action Caption,yes,4,"{""correct"": ""yes"", ""score"": 4}"
230,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the dough being prepared for baking?,Yes.,Yes,Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
231,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is only one type of spatula being used?,"No, two different spatulas are being used.","No, there are two types of spatulas being used.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
232,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Did the same person handle all tasks shown in the summary?,Yes.,"Yes, the same person is seen handling all tasks in the summary.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
233,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is anything being cooked in the clip?,"No, only preparation steps are shown.","Yes, there is a pot of yellow mixture being stirred on the stove.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
234,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the dough placed on the board before the mixture is stirred?,No,"Yes, the dough is placed on the board before the mixture is stirred.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
235,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the doe taken out of the fridge before the rolling pin is used?,Yes,"Yes, the doe is taken out of the fridge before the rolling pin is used.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
236,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What do we see happening before the spatula stirs the mixture in the steel bowls?,The rolling pin rolls on the dough,"Before the spatula stirs the mixture in the steel bowls, we see a person with red nail polish holding a glass bowl filled with a yellow liquid.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
237,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Did I pour heavy whipping cream before cracking eggs?,Yes,"Yes, you poured heavy whipping cream before cracking eggs.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
238,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the dough rolled before stirring mixtures in bowls?,Yes,"Yes, the dough is rolled before stirring mixtures in bowls.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
239,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Do I place the dough on the board after pouring flour?,Yes,"Yes, you should place the dough on the board after pouring flour.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
240,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What happens just before I place the dough on the board?,I bring out the dough from the fridge.,"Just before placing the dough on the board, a person with red nail polish is seen holding a glass bowl filled with a yellow mixture.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
241,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is the setting of the video clip?,A kitchen with a board and cooking items.,"The setting of the video clip is a kitchen with various ingredients and utensils scattered around, creating an active cooking environment.",Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
242,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What object is primarily shown in the scene?,A doe laid out on a mat on a kitchen board.,"The primary object shown in the scene is a large, round dough that has been rolled out and placed on a cutting board.",Scene Summary,no,0,"{""correct"": ""no"", ""score"": 0}"
243,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Which item is used in the scene?,A knife to trim edges of the doe.,A knife is used in the scene.,Scene Summary,yes,4,"{""correct"": ""yes"", ""score"": 4}"
244,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What stage of the process is shown?,Trimming and folding the prepared doe.,"The video shows the person rolling out a dough on a wooden board, which is part of the preparation for making tortillas.",Scene Summary,no,0,"{""correct"": ""no"", ""score"": 0}"
245,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Can you describe the main task at hand?,Trimming rough edges of the doe.,"The main task at hand is preparing a dough for cooking, involving rolling it out and shaping it into a flat circular form.",Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
246,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What preparation step is shown in the clip?,Folding the trimmed doe together.,The preparation step shown in the clip is rolling out dough.,Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
247,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Did the person use a knife in the video?,Yes.,"Yes, the person used a knife to cut and shape the dough.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
248,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is there any folding action happening?,Yes.,"Yes, the person is folding the dough into a circular shape.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
249,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Did the person complete the trimming action?,Yes.,"Yes, the person completed the trimming action by removing any excess dough and ensuring it was evenly cut.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
250,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the dough folded before trimming the rough edges?,No,Yes,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
251,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does stirring in the steel bowls happen after folding the dough?,No,"Yes, the steel bowls are stirred in after folding the dough.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
252,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs just before folding the dough?,Trimming the rough edges with a knife,"Just before folding the dough, the person uses a knife to cut out small pieces of cheese and then places them on top of the dough.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
253,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What happens before stirring mixtures in steel bowls?,Rolling the pin on the dough,"Before stirring mixtures in steel bowls, the dough is rolled out on a floured surface.",What event order,yes,5,"{""correct"": ""yes"", ""score"": 5}"
254,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Does rolling the dough with a rolling pin happen before trimming its edges?,Yes,"Yes, the rolling pin is used to roll out the dough before trimming its edges.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
255,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Is the trimmed dough folded before stirring the mixture?,No,Yes,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
256,9198b9a4-8d8f-4ba6-9924-4c86982d890a,Do I take out the dough from the fridge before preparing mixtures?,Yes,"No, the dough is left in the fridge for a few minutes before being prepared.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
257,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What occurs before folding the trimmed dough?,Trimming the rough edges with a knife,"Before folding the dough, the person uses a knife to cut out small pieces of cheese and then shapes them into circular pieces.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
258,9198b9a4-8d8f-4ba6-9924-4c86982d890a,What is the first thing I do with the dough after taking it out from the fridge?,Placing it on a board,The first thing you do with the dough after taking it out from the fridge is to place it on a cutting board.,What event order,yes,5,"{""correct"": ""yes"", ""score"": 5}"
259,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,What is the setting of the video clip?,It is in an outdoor field.,"The setting of the video clip is an empty room with a view of a sunset or sunrise, featuring a person standing in front of it.",Scene Summary,no,0,"{""correct"": ""no"", ""score"": 0}"
260,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Is the scene occurring in an urban or rural environment?,Rural environment.,"The scene is occurring in a rural environment, as indicated by the presence of trees and buildings.",Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
261,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,What time of day does the scene appear to be set in?,It appears to be set in the evening.,"The scene appears to be set during the early evening or late afternoon, as indicated by the soft lighting and long shadows.",Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
262,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,How is the subject navigating the outdoor space?,The subject is walking on the field and then heads home.,"The subject is walking towards the camera, moving slightly to the right.",Action Caption,no,1,"{""correct"": ""no"", ""score"": 1}"
263,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Can you provide an overview of the action in this clip?,"Subject walks outdoors, across a field, and returns home.","The video begins with a view of an empty room, then transitions to a person standing in the foreground, moving around and looking at the camera. The scene continues with the same person walking towards the camera, creating a sense of movement. The final frames show the person walking away from the camera, leaving the room empty once more.",Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
264,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Does the video show the subject entering a building?,No.,"Yes, the video shows a person entering a building in the distance.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
265,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Is the subject interacting with other people in the video?,No.,"Yes, the person in the yellow top is seen walking towards the camera from behind.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
266,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Does the video capture the subject engaging in a sport?,No.,"Yes, the video captures a person walking towards the camera from the right side of the frame.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
267,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Is the subject seen leaving the field in the video?,Yes.,Yes,Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
268,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Does the video show the subject at home?,"No, just heading home.","No, the video does not show the subject at home; it focuses on a view of an empty room with a person standing in front of it.",Whether Something Happened(Y/N),no,2,"{""correct"": ""no"", ""score"": 2}"
269,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,What is the location of the video clip?,The video clip is in a field with a walkway.,"The location of the video clip is a serene coastal area with a road, palm trees, and a calm sea.",Scene Summary,no,0,"{""correct"": ""no"", ""score"": 0}"
270,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,What activity is shown in the video?,Walking on a walkway and looking around.,"The video shows a person walking along the sidewalk, possibly enjoying the view of the beach and the sunset.",Scene Summary,yes,4,"{""correct"": ""yes"", ""score"": 4}"
271,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,What time of day does the video depict?,The video depicts evening or dusk.,"The video depicts either sunrise or sunset, as indicated by the low angle of the sun and long shadows.",Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
272,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,What natural features can be seen in the video?,There is a body of water visible.,"The video shows a road with a bridge, palm trees, and a body of water.",Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
273,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Does the person stop to observe a specific scene?,Yes.,"Yes, the person in the video stops to look at a specific scene on the road.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
274,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,"In the video, did I look at the scenes before walking on the field?",No,"Yes, you can see a person in the foreground walking on the field before moving towards the road.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
275,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,"In the video, was I indoors before going to the field?",No,"No, I was outdoors before going to the field.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
276,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,What happened before I walked on the walkway in the video?,I was in the field,"Before I walked on the walkway, a person was seen walking away from the camera towards the water.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
277,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,What is depicted in the current frame?,It shows a sidewalk lined with palm trees and buildings.,"The current frame shows a person standing on the sidewalk, looking towards the camera.",Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
278,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,What activity is taking place in these frames?,Walking along a residential sidewalk.,The activity taking place in these frames is a person walking along the sidewalk.,Action Caption,yes,5,"{""correct"": ""yes"", ""score"": 5}"
279,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Does this video show a busy city street?,No.,"No, the video does not show a busy city street.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
280,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Does the clip capture any interaction with people?,No.,"Yes, the clip captures a person walking on the sidewalk near the palm tree.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
281,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Is the person entering a building in this scene?,No.,Yes,Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
282,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Was I in the field after walking on the walkway?,No.,"Yes, you were in the field after walking on the walkway.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
283,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Did I go home before looking at the scenes?,No.,"Yes, you went home before looking at the scenes.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
284,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,What occurs just before I look at the scenes?,I walk on the walkway.,"A person appears walking on the sidewalk, and a car is seen driving down the street.",What event order,no,2,"{""correct"": ""no"", ""score"": 2}"
285,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,What do I do before walking on the walkway?,I am in the field.,"Before walking on the walkway, I turn left and begin to walk towards the building.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
286,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Did I walk on the field before looking at the scenes?,Yes,"Yes, you walked on the field before looking at the scenes.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
287,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Is the walk on the walkway shown before going home in the video?,Yes,"Yes, the walk on the walkway shown before going home in the video is also visible.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
288,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,"In the video, do we see walking through the walkways before walking on the field?",No,"No, we do not see walking through the walkways before walking on the field.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
289,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Do I walk along the water before walking under the trees as shown in the clip?,Yes,"No, you do not walk along the water before walking under the trees as shown in the clip.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
290,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,"In the video sequence, what occurs before walking on the field?",Being outdoors,"Before walking on the field, a person is seen standing in front of the camera, possibly taking a photo or recording the video.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
291,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,What event takes place before walking under the trees in the clip?,Walking along the water,"A person is seen walking under the trees, possibly enjoying a walk or taking in the surroundings.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
292,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,What is the setting of the scenario seen in the video?,A residential area with palm trees and walkways.,"The setting of the scenario is a serene and tranquil outdoor area, possibly part of a resort or park.",Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
293,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,What can be seen in the background of the video frame?,"Houses, streetlights, and a clear sky.","In the background, there is a road with a car driving away and a person walking on the sidewalk.",Scene Summary,no,0,"{""correct"": ""no"", ""score"": 0}"
294,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,What are the dominant features of the environment in this clip?,"Landscaped pathways, streetlamps, and tropical foliage.","The dominant features of the environment in this clip include a serene street scene with palm trees, a pedestrian pathway, and a gazebo.",Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
295,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Can you characterize the location shown in the video?,A well-maintained suburban neighborhood.,"The location shown in the video is a serene and well-maintained public space, likely part of a resort or park. It features palm trees, a gazebo, benches, pathways, and a scenic view that suggests it's designed for relaxation and leisure activities.",Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
296,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,What action is being undertaken in the new frames?,Walking along a residential street.,"A person is seen walking on the sidewalk, and a child is riding a tricycle.",Action Caption,no,2,"{""correct"": ""no"", ""score"": 2}"
297,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Is there any sign of wildlife in the frames provided?,No.,"No, there are no signs of wildlife in the frames provided.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
298,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Did the person in the video use any transportation other than walking?,No.,"Yes, the person in the video used a bicycle to travel around the area.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
299,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Does the footage include any sporting activities?,No.,"Yes, the footage includes a person riding a bicycle in the distance.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
300,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,"Is the person in the video engaging with the environment, like sitting or touching?",No.,The person in the video is not engaging with the environment; they are walking and moving around.,Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
301,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Did I tour the park before walking on the walkways?,Yes,"Yes, you can see a person walking on the walkways before you.",Order Judging(Y/N),no,1,"{""correct"": ""no"", ""score"": 1}"
302,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,What do I do before touring the park?,"Nothing, it is the first activity","Before touring the park, I will walk towards the parking lot and then turn left to find a bench.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
303,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Did I walk through the park before going home?,Yes,"Yes, you can see a person walking through the park before heading home.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
304,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,What environment is depicted in this video clip?,"An outdoor, paved area with street lamps.","The video clip depicts a serene suburban environment with a paved road, palm trees lining the sides, and a clear sky.",Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
305,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,What action am I performing in this clip?,Walking on a pavement outdoors.,I am riding a bicycle and passing by the person in the foreground.,Action Caption,no,0,"{""correct"": ""no"", ""score"": 0}"
306,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Do I interact with anyone in this video clip?,No.,"No, there is no interaction with anyone in this video clip.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
307,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,What is the setting of this video clip?,The setting is an outdoor pavement in a residential area.,"The setting of the video clip is a quiet residential street at dusk or early evening, with a calm atmosphere and minimal activity.",Scene Summary,yes,4,"{""correct"": ""yes"", ""score"": 4}"
308,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,What time of day is depicted in this frame?,It appears to be twilight or early evening.,"The time of day depicted in this frame is dusk or early evening, as indicated by the low light conditions and the presence of a person walking along the sidewalk.",Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
309,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,What elements indicate that this is a residential area?,The presence of housing structures and lack of commercial signs.,"The residential area is indicated by the presence of houses with visible windows, a car parked on the side of the road, and streetlights along the sidewalk.",Scene Summary,yes,4,"{""correct"": ""yes"", ""score"": 4}"
310,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,What type of path is the person on in the video?,The person is on a paved walkway.,The person is on a curved path that leads towards the camera.,Scene Summary,no,1,"{""correct"": ""no"", ""score"": 1}"
311,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Does the scene suggest a leisurely or rushed pace?,The scene suggests a leisurely pace.,"The scene suggests a leisurely pace, as there are no people visible in the immediate vicinity of the camera.",Action Caption,yes,5,"{""correct"": ""yes"", ""score"": 5}"
312,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Does the person interact with any objects in the scene?,No.,"Yes, the person is seen walking on the sidewalk and interacting with a mobile phone.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
313,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Is the person traveling with someone else?,No.,"Yes, the person is seen walking with another individual in the distance.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
314,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Does the video capture any animals in the scene?,No.,"No, the video does not capture any animals.",Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
315,0fa75cb3-c4a0-4232-bdc4-15116ed39d88,Does the individual seem to be lost or searching for directions?,No.,"Yes, the individual appears to be lost or searching for directions as they walk along the sidewalk.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
316,879dd163-7588-45d1-9466-a5deabc59167,What is depicted in the scene of the video clip?,A person relaxing on a couch holding an e-reader.,"The scene depicts a person lounging on a couch in a cozy living room, surrounded by various items such as books and decorative objects.",Scene Summary,no,3,"{""correct"": ""no"", ""score"": 3}"
317,879dd163-7588-45d1-9466-a5deabc59167,What location is shown in the video clip?,Inside a house.,"The video clip shows a cozy living room with beige walls, a ceiling light fixture, and a window that lets in natural light.",Scene Summary,yes,5,"{""correct"": ""yes"", ""score"": 5}"
318,879dd163-7588-45d1-9466-a5deabc59167,Describe the setting where the action takes place.,A living room with a dining area in the background.,"The setting is a cozy living room with beige walls, a ceiling light fixture, and a large window that allows natural light to fill the space. The room features a comfortable couch adorned with pillows, a small table with decorative items, and a chair in the background.",Scene Summary,no,3,"{""correct"": ""no"", ""score"": 3}"
319,879dd163-7588-45d1-9466-a5deabc59167,How is the environment arranged in the video clip?,"A cozy arrangement with a couch, curtain, and dining set.","The environment is arranged with a cozy living room setting, featuring a comfortable couch, a chair, and a table. The walls are adorned with decorative elements such as wall sconces and framed pictures.",Scene Summary,no,2,"{""correct"": ""no"", ""score"": 2}"
320,879dd163-7588-45d1-9466-a5deabc59167,What is the subject doing in the video?,Resting and perhaps beginning to read an e-book.,"The subject is sitting on a couch, holding and reading a white tablet.",Action Caption,no,2,"{""correct"": ""no"", ""score"": 2}"
