row_index,video_id,question,answer,pred_answer,task,correct,score,raw_judgment
304,000016,What stage of the game is shown?,"The preparation phase, shuffling and dealing cards.","The video shows the game in progress, with one player holding a card and another player preparing to draw cards.",Action Caption,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
305,000016,Capture the essence of the action in a short phrase.,An intense poker game in progress.,A person is seen holding a card and making a hand gesture.,Action Caption,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
306,000016,Did the person shuffle the cards more than once?,Yes.,"Yes, the person shuffled the cards multiple times.",Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
307,000016,Is there another activity besides poker being portrayed?,No.,"Yes, there is another activity portrayed in the video where a person is seen holding and examining a white cup.",Whether Something Happened(Y/N),no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
308,000016,Are both players sitting on chairs?,"No, they are sitting on the floor.",Yes.,Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
309,000016,"In the video, is the card reshuffling performed before picking the cards?",No,Yes.,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
310,000016,Is the lady X present in the room before I reshuffle the cards?,Yes,Yes.,Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
311,000016,Do I play the cards before lady X picks her phone?,No,"Yes, you play the cards before lady X picks her phone.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
312,000016,Are the cards picked before they are played?,Yes,"Yes, the cards are picked before they are played.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
313,000016,What happens just before the cards are played in the video?,The cards are reshuffled.,"Just before the cards are played, a person is seen holding a white cup and appears to be drinking from it.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
314,000016,What do we see happening just before the cards are picked?,The cards are reshuffled.,"Just before the cards are picked, a person is seen holding a white cup and appears to be drinking from it.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
315,000016,What action takes place before reshuffling the cards?,The cards are picked.,"Before reshuffling, the person shakes hands with another individual.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
316,000016,"Before the poker game begins, what is the last action performed?",The cards are reshuffled.,"The last action performed is the person holding a white cup, possibly to take a sip or drink.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
317,000016,Did the card reshuffling happen before picking the cards?,No,"Yes, the card reshuffling happened before picking the cards.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
318,000016,Was playing cards done after picking the cards?,Yes,Yes.,Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
319,000016,What happened just before playing poker cards?,Reshuffled the cards,"Just before playing poker cards, the person in the colorful shirt was seen holding a white cup and drinking from it.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
320,000016,What occurs right before reshuffling the cards?,Picked the cards,"A person in a colorful shirt and blue socks is seen holding a white cup, possibly to drink from it.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
321,000016,What action took place just before picking the cards?,Reshuffled the cards,"Just before picking the cards, a person in a pink and white striped shirt was seen holding a cup of coffee.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
322,000017,What environment is presented in the video?,A casual indoor space with a card game being played.,"The video is set in a cozy living room with wooden flooring and various items scattered around, creating an intimate atmosphere.",Scene Summary,no,2,"{
  ""correct"": ""no"",
  ""score"": 2
}"
323,000017,What sequence of actions is depicted here?,"Selecting, organizing, and using cards in a game is depicted.","The sequence of actions depicted includes the person playing cards, a drink being consumed, and then the hands interacting with the cards.",Action Caption,no,2,"{
  ""correct"": ""no"",
  ""score"": 2
}"
324,000017,How are the participants utilizing the items?,They are using cards for a recreational activity.,The participants are using the items to engage in a card game.,Action Caption,yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
325,000017,Is there a competitive game being played in this scene?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
326,000017,Has any card been placed face-up on the carpet?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
327,000017,Are there drinks present on the floor beside the players?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
328,000017,Is there a document visible on the floor?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
329,000017,Are both participants actively selecting cards?,Yes.,"Yes, both participants are actively selecting cards.",Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
330,000017,Is the poker game played before reshuffling the cards?,No,"No, the game is played after reshuffling the cards.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
331,000017,What action is performed immediately before reshuffling?,Picking the cards,"Before reshuffling, the person holding a card is shown shaking it.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
332,000017,Was the poker card played after the cards were picked?,Yes.,"Yes, the cards were played after the poker card was picked.",Order Judging(Y/N),no,2,"{""correct"": ""no"", ""score"": 2}"
333,000017,What action occurs before playing the card game?,Separating cards.,"Before playing the card game, a person is seen holding a white cup and engaging in conversation.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
334,000017,What is done just before reshuffling the cards?,Picking the cards.,"Just before reshuffling the cards, a person is seen holding a card and placing it on the table.",What event order,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
335,000018,What is the main setting of this scene?,The setting is a room where a poker card game is being played.,The main setting of this scene is a cozy living room.,Scene Summary,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
336,000018,How many participants are involved in the card game?,There are two participants in the card game.,Two participants are involved in the card game.,Scene Summary,yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
337,000018,What objects are primarily visible on the table?,Visible objects include poker cards and scattered items.,"A deck of cards, a glass mug, and some scattered items are primarily visible on the table.",Scene Summary,yes,4,"{
  ""correct"": ""yes"",
  ""score"": 4
}"
338,000018,Describe the sequence of actions with the poker cards.,"The poker cards are picked up, shuffled, then played in turns.","The sequence starts with the person holding a cup of money, then they drink from it and place it back on the table. They pick up another card and start to shuffle the deck.",Action Caption,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
339,000018,Did I carry out a reshuffle of the poker cards?,Yes.,"Yes, the person in the pink shirt reshuffled the poker cards.",Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
340,000018,Was a complete poker game played in this clip?,Yes.,"Yes, a complete poker game was played in this clip.",Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
341,000018,Did the game involve more than two players?,No.,"Yes, the game involved more than two players.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
342,000018,Did I participate in dealing the cards?,Yes.,"Yes, you participated in dealing the cards.",Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
343,000018,"In the video, did the card shuffling happen before playing the game?",Yes.,"Yes, the card shuffling happened before playing the game.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
344,000018,Did the playing of poker cards occur before reshuffling the cards?,No.,"Yes, the playing of poker cards occurred before reshuffling.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
345,000018,Did picking the cards happen after playing the card game?,No.,"Yes, the person picked up a card from the table and began to shuffle it.",Order Judging(Y/N),no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
346,000018,What happens just before playing the poker card game in the video?,Reshuffling the cards.,"Just before playing the poker card game, a person drinks from a cup and then places their hand on the table.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
347,000018,What occurs directly before playing the card game?,Separating the cards.,"Before playing the card game, a person is seen holding money and a glass of water.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
348,000018,"In the video, was the poker card played before they were reshuffled?",No,"Yes, the poker card was played before they were reshuffled.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
349,000018,"In the clip, was the poker card reshuffled after card separation?",Yes,"Yes, the card was reshuffled after card separation.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
350,000018,What occurs just before playing the poker card in the video?,Reshuffling the cards,"Just before playing the poker card, a person is seen holding money and a glass of water.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
351,000018,"In the video, what event precedes playing the card game?",Separating cards,The event that precedes playing the card game is a person holding money and a glass of water.,What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
352,000019,What does this video clip depict in the room scene?,The video shows a card game session in a room.,The video clip depicts a lively and engaging card game session in the room.,Scene Summary,yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
353,000019,What can you infer about the location in the video?,"It is a casual, home-like space with a seated person.","The location appears to be a casual, indoor setting with wooden flooring and some scattered items on the floor.",Scene Summary,yes,4,"{
  ""correct"": ""yes"",
  ""score"": 4
}"
354,000019,Do these frames show any specific action with the cards?,"Yes, the cards are being reshuffled by the person.","Yes, the frames show a hand of cards being dealt and then folded over.",Action Caption,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
355,000019,Did the scene show a game in progress?,Yes.,"Yes, the scene showed a game in progress as indicated by the cards being dealt and the player's focused demeanor.",Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
356,000019,Was there a card shuffle taking place?,Yes.,"Yes, there was a card shuffle taking place.",Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
357,000019,Did they play the cards on a traditional table?,No.,"No, they played the cards on a floor.",Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
358,000019,Was the person alone in this activity?,No.,"Yes, the person was alone in this activity.",Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
359,000019,Did the video capture an outdoor event?,No.,No.,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
360,000019,What action takes place immediately before the carpet is covered?,Sitting down.,"Before the carpet is covered, a hand reaches out and picks up a card from the deck.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
361,000019,Is the card game played before reshuffling the cards?,No,"Yes, the card game is played before reshuffling the cards.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
362,000019,Is picking the cards shown before separating them?,Yes,"Yes, the video shows a close-up of one hand holding a card and another hand picking up cards from the table.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
363,000019,Does separating cards happen before reshuffling?,Yes,"Yes, before reshuffling, the cards are separated and placed on a table.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
364,000019,Is reshuffling the cards shown before playing poker?,Yes,"Yes, the cards are reshuffled before playing poker.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
365,000019,Does picking cards occur before playing the card game?,Yes,"Yes, picking cards occurs before playing the card game.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
366,000020,What is the current setting in the video clip?,A room where a card game is being played.,The current setting is a cozy living room where two people are engaged in playing cards.,Scene Summary,yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
367,000020,What objects are central to the scene in the video?,A deck of poker cards.,The central objects in the scene are a deck of cards and a small cup.,Scene Summary,no,3,"{
  ""correct"": ""no"",
  ""score"": 3
}"
368,000020,What is the main focus of the scene?,The act of playing a poker game.,The main focus of the scene is a card game being played.,Scene Summary,yes,4,"{
  ""correct"": ""yes"",
  ""score"": 4
}"
369,000020,Detail the sequence of actions with the cards.,"Cards are being selected, shuffled, and dealt for poker.","The cards are shuffled, and the player places a card into their hand. The other player then reveals one of their cards to the first player.",Action Caption,no,2,"{
  ""correct"": ""no"",
  ""score"": 2
}"
370,000020,Does the scene show a poker game in action?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
371,000020,Does the video include a moment of card shuffling?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
372,000020,Is a card game being organized on a carpet?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
373,000020,Does the clip show someone dealing cards?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
374,000020,Is the lady sitting on the floor while playing cards?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
375,000020,Did the card shuffling happen before playing cards?,Yes,"Yes, the card shuffling happened before playing cards.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
376,000020,Was the room entered before the cards were reshuffled?,Yes,"Yes, the room was entered before the cards were reshuffled.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
377,000020,Did card shuffling occur before the cards were picked?,No,"Yes, card shuffling occurred before the cards were picked.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
378,000020,What action is performed right before playing cards?,Reshuffling the cards,"A hand is shown holding a card, possibly preparing to deal or shuffle the cards.",What event order,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
379,000020,What happens just before reshuffling the cards?,Picking up the cards,"Just before reshuffling, the person in blue is seen holding a card and looking at it.",What event order,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
380,000020,What is done immediately before picking up cards?,Entering the room,"Before picking up cards, the person places a hand on their lap.",What event order,no,0,"{""correct"": ""no"", ""score"": 0}"
381,000020,What takes place immediately after reshuffling cards?,Playing cards,The game continues with the players exchanging cards and making hand decisions.,What event order,no,2,"{
  ""correct"": ""no"",
  ""score"": 2
}"
382,000020,"In the video, is the poker game started before reshuffling the cards?",No,"No, the poker game is not started before reshuffling the cards.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
383,000020,"In the video, is the poker game initiated before the cards are spread out on the floor?",Yes,"No, the poker game is not initiated before the cards are spread out on the floor.",Order Judging(Y/N),no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
384,000020,What happens just before the cards are reshuffled in the video?,The cards are picked up,"Just before the cards are reshuffled, a hand is seen holding two cards.",What event order,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
385,000020,What happens immediately before the cards are spread out on the floor?,Poker game is played,A hand reaches out to pick up a card from the spread.,What event order,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
386,000021,What activity is being depicted in this room?,A card game is being played in the room.,"The activity depicted in this room is a card game, specifically playing cards.",Scene Summary,yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
387,000021,What can you deduce about the space shown?,"It's a lived-in room with a casual, cozy setting.","The space shown is a cozy room with wooden flooring, and there are some plants in the background.",Scene Summary,yes,4,"{
  ""correct"": ""yes"",
  ""score"": 4
}"
388,000021,Where are the players sitting in the scenario?,The players are seated on the floor.,The players are sitting on the floor in a relaxed manner.,Scene Summary,yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
389,000021,What are the visible objects associated with the activity?,Playing cards and casual footwear are visible.,"Visible objects include a smartphone, money, and playing cards.",Scene Summary,no,2,"{
  ""correct"": ""no"",
  ""score"": 2
}"
390,000021,Does playing poker occur after picking cards?,Yes,"Yes, after picking cards, the players continue to play poker.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
391,000021,Are cards picked before reshuffling?,Yes,"Yes, cards are picked before reshuffling.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
392,000021,Is the poker card played after reshuffling?,Yes,Yes.,Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
393,000021,What happens just before reshuffling the cards?,Picking the cards,"Just before reshuffling, the person in the blue shirt places a card back on the table.",What event order,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
394,000021,"In the video, is a card picked up before reshuffling the deck?",No,Yes.,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
395,000021,"In the video, does playing cards occur before picking any card from the deck?",No,"Yes, before picking any card from the deck, a hand is seen holding cards and preparing to shuffle them.",Order Judging(Y/N),no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
396,000021,"In the video, what happens before reshuffling the cards?",Picking up the cards,"Before reshuffling, the cards are arranged in a specific pattern on the table.",What event order,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
397,000021,What takes place just after the cards are picked up?,Reshuffling the cards,"After the cards are picked up, a hand gestures towards one of the cards, indicating an ongoing game.",What event order,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
398,000021,What is done right after reshuffling the deck?,Playing poker cards,"The game continues with the players alternating turns, and the deck is shuffled again.",What event order,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
399,000022,What is the setting of the scene depicted?,The setting is inside a room with two individuals playing poker.,"The setting of the scene is a cozy living room with wooden flooring, where two people are engaged in playing cards.",Scene Summary,yes,4,"{
  ""correct"": ""yes"",
  ""score"": 4
}"
400,000022,What objects are prominent in this scene?,Poker cards and hands are prominent in the scene.,"Prominent objects in the scene include a deck of cards, a small black object that could be a phone or remote control, and a green plant.",Scene Summary,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
401,000022,Is there a card game being played in this video?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
402,000022,Does this video show a person dealing cards?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
403,000022,Are the poker cards being reshuffled in this scene?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
404,000022,Did the card reshuffling occur before playing poker?,Yes.,"Yes, the card reshuffling occurred before playing poker.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
405,000022,Do I wear blue sleeves before the lady reads a card?,Yes.,"Yes, she wears blue sleeves before reading a card.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
406,000022,Are poker cards spread on the carpet before organizing them into rows?,Yes.,Yes.,Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
407,000022,Is the picking of cards done before reshuffling?,No,Yes.,Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
408,000022,Is playing poker done after reshuffling cards?,Yes,Yes.,Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
409,000022,Does the reshuffling occur before arranging cards on the floor?,Yes,"Yes, the reshuffling occurs before arranging cards on the floor.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
410,000022,What takes place right before picking cards?,Sitting in the room,"A hand gestures towards the cards, indicating a decision or action.",What event order,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
411,000023,What activity is taking place in this clip?,Playing cards with a woman.,"A card game is taking place, with one person playing and another observing.",Scene Summary,no,3,"{
  ""correct"": ""no"",
  ""score"": 3
}"
412,000023,What is the setting of this scene?,Inside a house.,"The setting is a cozy room with wooden flooring, where two people are engaged in playing cards.",Scene Summary,yes,4,"{
  ""correct"": ""yes"",
  ""score"": 4
}"
413,000023,What objects are prominently featured in this clip?,Cards and a carpet.,"A deck of cards, a smartphone, and money are prominently featured.",Scene Summary,no,2,"{
  ""correct"": ""no"",
  ""score"": 2
}"
414,000023,What is the atmosphere in this scene?,Casual indoor leisure.,"The atmosphere is casual and relaxed, with the participants enjoying a game of cards.",Scene Summary,yes,4,"{
  ""correct"": ""yes"",
  ""score"": 4
}"
415,000023,Is there any interaction between the players?,"Yes, they are playing a game together.","Yes, the player on the right is seen pointing at a card and making hand gestures, indicating an active discussion or decision-making process.",Action Caption,yes,4,"{
  ""correct"": ""yes"",
  ""score"": 4
}"
416,000023,Can you describe the table setup for the game?,Cards are spread out haphazardly on the carpet.,"The table is adorned with a white cloth and has various items scattered around, including money bags.",Action Caption,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
417,000023,How are the players seated during the game?,They are sitting cross-legged on the floor.,"The players are seated on a wooden floor, with one player sitting closer to the camera and another slightly behind.",Action Caption,no,2,"{
  ""correct"": ""no"",
  ""score"": 2
}"
418,000023,Did the game just start?,"No, it is in progress as cards are already spread out.",Yes.,Whether Something Happened(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
419,000023,Did reshuffling the cards happen before playing the poker cards?,Yes.,"Yes, the cards were reshuffled before playing the poker cards.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
420,000023,Did laying out the cards on the floor occur after sitting down?,Yes.,"Yes, the cards were laid out on the floor after sitting down.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
421,000023,Did the game of cards start after the cards were laid out?,Yes.,"Yes, the game of cards started after the cards were laid out.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
422,000023,Did I play cards before reshuffling them?,No,"Yes, you played cards before reshuffling them.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
423,000023,Was the rug visible before I dealt the cards?,Yes,"Yes, the rug was visible before I dealt the cards.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
424,000023,Did I spread cards on the floor before sitting down?,Yes,"Yes, the person sitting down spread cards on the floor before sitting down.",Order Judging(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
425,000023,Were cards in my hand before reshuffling?,No,"Yes, before reshuffling, there were cards in your hand.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
426,000023,Was I seated before the cards were displayed face-up?,Yes,"Yes, I was seated before the cards were displayed face-up.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
427,000023,What happened just before playing cards?,Reshuffled the cards,"Just before playing cards, the person in the pink shirt was seen holding a card and gesturing with their hand.",What event order,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
428,000023,What happened before reshuffling the cards?,Sat in the room,"Before reshuffling, the deck was shuffled.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
429,000023,What did I do before spreading cards on the floor?,Reshuffled them,"Before spreading cards on the floor, I was seen holding a card and pointing towards it.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
430,000023,What action took place before sitting down?,Entered the room,"Before sitting down, the person was seen holding a card and gesturing with their hand.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
431,000024,What activity is being performed in the scene?,Playing cards is the activity.,"A card game is being played, with one person holding a deck of cards and another person pointing at the cards.",Scene Summary,yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
432,000024,How many individuals are participating in the activity?,Two individuals are participating.,Two individuals are participating in the activity.,Scene Summary,yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
433,000024,Can you describe the setting of the video clip?,"The setting is indoors, on the floor with a rug.","The video is set in a cozy living room with wooden flooring, where two people are engaged in a card game.",Scene Summary,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
434,000024,What is the gender composition of the participants?,One male and one female are participating.,The participants are a woman and another person.,Scene Summary,no,2,"{
  ""correct"": ""no"",
  ""score"": 2
}"
435,000024,How are the participants positioned in the clip?,They are sitting on the floor.,"The participants are positioned on a wooden floor, with one person sitting and the other standing.",Action Caption,no,2,"{
  ""correct"": ""no"",
  ""score"": 2
}"
436,000024,Describe the interaction between the individuals.,They are engaged in a card game.,"The interaction between the individuals is focused on the game of cards, with one person holding a deck and another pointing at it. The atmosphere appears to be casual and relaxed as they engage in the card game.",Action Caption,yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
437,000024,Are there any other objects involved in the action?,"Yes, a deck of cards is involved.","Yes, there is a small black object on the floor near the person holding the money.",Action Caption,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
438,000024,Is there a competitive activity occurring in the video?,Yes.,Yes.,Whether Something Happened(Y/N),yes,5,"{""correct"": ""yes"", ""score"": 5}"
439,000024,Is there a visible winner in the card game?,No.,"No, there is no visible winner in the card game.",Whether Something Happened(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
440,000024,Did I pick up a card before shuffling the deck?,No,"Yes, you picked up a card before shuffling the deck.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
441,000024,Was the woman seen holding cards before I laid mine on the floor?,Yes,"Yes, she was seen holding cards before I laid mine on the floor.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
442,000024,Did I deal cards to the woman before sitting down?,No,"Yes, the woman dealt cards to you before sitting down.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
443,000024,Did the woman adjust her glasses before smiling at me?,Yes,"Yes, she adjusted her glasses before smiling at me.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
444,000024,Was the woman's sock visible before she crossed her legs?,Yes,"Yes, the woman's sock was visible before she crossed her legs.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
445,000024,What did the woman do before looking at her hand of cards?,She crossed her legs,"She placed a small object, possibly a coin or token, on the floor.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
446,000024,What occurred before the woman adjusted her glasses?,She held her cards,"Before adjusting her glasses, the woman was seen holding a deck of cards.",What event order,yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
447,000024,What action took place before I dealt the cards?,I picked up the deck,"Before dealing the cards, a hand of black and red playing cards was shown.",What event order,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
448,000024,"In the video, is the poker game started before reshuffling the cards?",No,"No, the poker game is not started before reshuffling the cards.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
449,000024,"In the sequence, does the lady pick up her cards before the cards are laid out on the floor?",Yes,"Yes, the lady picks up her cards before the cards are laid out on the floor.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
450,000024,"In the clip, do the cards get scattered on the table before being picked up?",Yes,"Yes, the cards get scattered on the table before being picked up.",Order Judging(Y/N),yes,5,"{
  ""correct"": ""yes"",
  ""score"": 5
}"
451,000024,Does the video show the lady with cards in hand before the cards are shuffled?,No,"Yes, the video shows the lady with cards in hand before the cards are shuffled.",Order Judging(Y/N),no,0,"{""correct"": ""no"", ""score"": 0}"
452,000024,What occurs just before the lady picks up her cards?,Cards are laid out on the floor,"Just before the lady picks up her cards, a hand holding a small object appears.",What event order,no,1,"{""correct"": ""no"", ""score"": 1}"
453,000024,"In the video, what happens before the cards are reshuffled?",A round of poker is played,"Before the cards are reshuffled, a hand holding a small object appears and starts to shuffle the deck of playing cards.",What event order,no,1,"{
  ""correct"": ""no"",
  ""score"": 1
}"
454,000024,What event happens before the cards get scattered on the table?,The lady picks up her cards,"Before the cards get scattered, a person is seen holding a small object and counting money.",What event order,no,0,"{
  ""correct"": ""no"",
  ""score"": 0
}"
